router[0][0][0]	uP_mem[0][0][0]	uP_mac[0][0][0]	router[1][0][0]	uP_mem[1][0][0]	uP_mac[1][0][0]	router[2][0][0]	uP_mem[2][0][0]	uP_mac[2][0][0]	router[3][0][0]	uP_mem[3][0][0]	uP_mac[3][0][0]	router[4][0][0]	uP_mem[4][0][0]	uP_mac[4][0][0]	router[5][0][0]	uP_mem[5][0][0]	uP_mac[5][0][0]	router[0][1][0]	uP_mem[0][1][0]	uP_mac[0][1][0]	router[1][1][0]	uP_mem[1][1][0]	uP_mac[1][1][0]	router[2][1][0]	uP_mem[2][1][0]	uP_mac[2][1][0]	router[3][1][0]	uP_mem[3][1][0]	uP_mac[3][1][0]	router[4][1][0]	uP_mem[4][1][0]	uP_mac[4][1][0]	router[5][1][0]	uP_mem[5][1][0]	uP_mac[5][1][0]	router[0][2][0]	uP_mem[0][2][0]	uP_mac[0][2][0]	router[1][2][0]	uP_mem[1][2][0]	uP_mac[1][2][0]	router[2][2][0]	uP_mem[2][2][0]	uP_mac[2][2][0]	router[3][2][0]	uP_mem[3][2][0]	uP_mac[3][2][0]	router[4][2][0]	uP_mem[4][2][0]	uP_mac[4][2][0]	router[5][2][0]	uP_mem[5][2][0]	uP_mac[5][2][0]	router[0][3][0]	uP_mem[0][3][0]	uP_mac[0][3][0]	router[1][3][0]	uP_mem[1][3][0]	uP_mac[1][3][0]	router[2][3][0]	uP_mem[2][3][0]	uP_mac[2][3][0]	router[3][3][0]	uP_mem[3][3][0]	uP_mac[3][3][0]	router[4][3][0]	uP_mem[4][3][0]	uP_mac[4][3][0]	router[5][3][0]	uP_mem[5][3][0]	uP_mac[5][3][0]	router[0][4][0]	uP_mem[0][4][0]	uP_mac[0][4][0]	router[1][4][0]	uP_mem[1][4][0]	uP_mac[1][4][0]	router[2][4][0]	uP_mem[2][4][0]	uP_mac[2][4][0]	router[3][4][0]	uP_mem[3][4][0]	uP_mac[3][4][0]	router[4][4][0]	uP_mem[4][4][0]	uP_mac[4][4][0]	router[5][4][0]	uP_mem[5][4][0]	uP_mac[5][4][0]	router[0][5][0]	uP_mem[0][5][0]	uP_mac[0][5][0]	router[1][5][0]	uP_mem[1][5][0]	uP_mac[1][5][0]	router[2][5][0]	uP_mem[2][5][0]	uP_mac[2][5][0]	router[3][5][0]	uP_mem[3][5][0]	uP_mac[3][5][0]	router[4][5][0]	uP_mem[4][5][0]	uP_mac[4][5][0]	router[5][5][0]	uP_mem[5][5][0]	uP_mac[5][5][0]	router[0][0][1]	uP_mem[0][0][1]	uP_mac[0][0][1]	router[1][0][1]	uP_mem[1][0][1]	uP_mac[1][0][1]	router[2][0][1]	uP_mem[2][0][1]	uP_mac[2][0][1]	router[3][0][1]	uP_mem[3][0][1]	uP_mac[3][0][1]	router[4][0][1]	uP_mem[4][0][1]	uP_mac[4][0][1]	router[5][0][1]	uP_mem[5][0][1]	uP_mac[5][0][1]	router[0][1][1]	uP_mem[0][1][1]	uP_mac[0][1][1]	router[1][1][1]	uP_mem[1][1][1]	uP_mac[1][1][1]	router[2][1][1]	uP_mem[2][1][1]	uP_mac[2][1][1]	router[3][1][1]	uP_mem[3][1][1]	uP_mac[3][1][1]	router[4][1][1]	uP_mem[4][1][1]	uP_mac[4][1][1]	router[5][1][1]	uP_mem[5][1][1]	uP_mac[5][1][1]	router[0][2][1]	uP_mem[0][2][1]	uP_mac[0][2][1]	router[1][2][1]	uP_mem[1][2][1]	uP_mac[1][2][1]	router[2][2][1]	uP_mem[2][2][1]	uP_mac[2][2][1]	router[3][2][1]	uP_mem[3][2][1]	uP_mac[3][2][1]	router[4][2][1]	uP_mem[4][2][1]	uP_mac[4][2][1]	router[5][2][1]	uP_mem[5][2][1]	uP_mac[5][2][1]	router[0][3][1]	uP_mem[0][3][1]	uP_mac[0][3][1]	router[1][3][1]	uP_mem[1][3][1]	uP_mac[1][3][1]	router[2][3][1]	uP_mem[2][3][1]	uP_mac[2][3][1]	router[3][3][1]	uP_mem[3][3][1]	uP_mac[3][3][1]	router[4][3][1]	uP_mem[4][3][1]	uP_mac[4][3][1]	router[5][3][1]	uP_mem[5][3][1]	uP_mac[5][3][1]	router[0][4][1]	uP_mem[0][4][1]	uP_mac[0][4][1]	router[1][4][1]	uP_mem[1][4][1]	uP_mac[1][4][1]	router[2][4][1]	uP_mem[2][4][1]	uP_mac[2][4][1]	router[3][4][1]	uP_mem[3][4][1]	uP_mac[3][4][1]	router[4][4][1]	uP_mem[4][4][1]	uP_mac[4][4][1]	router[5][4][1]	uP_mem[5][4][1]	uP_mac[5][4][1]	router[0][5][1]	uP_mem[0][5][1]	uP_mac[0][5][1]	router[1][5][1]	uP_mem[1][5][1]	uP_mac[1][5][1]	router[2][5][1]	uP_mem[2][5][1]	uP_mac[2][5][1]	router[3][5][1]	uP_mem[3][5][1]	uP_mac[3][5][1]	router[4][5][1]	uP_mem[4][5][1]	uP_mac[4][5][1]	router[5][5][1]	uP_mem[5][5][1]	uP_mac[5][5][1]	router[0][0][2]	uP_mem[0][0][2]	uP_mac[0][0][2]	router[1][0][2]	uP_mem[1][0][2]	uP_mac[1][0][2]	router[2][0][2]	uP_mem[2][0][2]	uP_mac[2][0][2]	router[3][0][2]	uP_mem[3][0][2]	uP_mac[3][0][2]	router[4][0][2]	uP_mem[4][0][2]	uP_mac[4][0][2]	router[5][0][2]	uP_mem[5][0][2]	uP_mac[5][0][2]	router[0][1][2]	uP_mem[0][1][2]	uP_mac[0][1][2]	router[1][1][2]	uP_mem[1][1][2]	uP_mac[1][1][2]	router[2][1][2]	uP_mem[2][1][2]	uP_mac[2][1][2]	router[3][1][2]	uP_mem[3][1][2]	uP_mac[3][1][2]	router[4][1][2]	uP_mem[4][1][2]	uP_mac[4][1][2]	router[5][1][2]	uP_mem[5][1][2]	uP_mac[5][1][2]	router[0][2][2]	uP_mem[0][2][2]	uP_mac[0][2][2]	router[1][2][2]	uP_mem[1][2][2]	uP_mac[1][2][2]	router[2][2][2]	uP_mem[2][2][2]	uP_mac[2][2][2]	router[3][2][2]	uP_mem[3][2][2]	uP_mac[3][2][2]	router[4][2][2]	uP_mem[4][2][2]	uP_mac[4][2][2]	router[5][2][2]	uP_mem[5][2][2]	uP_mac[5][2][2]	router[0][3][2]	uP_mem[0][3][2]	uP_mac[0][3][2]	router[1][3][2]	uP_mem[1][3][2]	uP_mac[1][3][2]	router[2][3][2]	uP_mem[2][3][2]	uP_mac[2][3][2]	router[3][3][2]	uP_mem[3][3][2]	uP_mac[3][3][2]	router[4][3][2]	uP_mem[4][3][2]	uP_mac[4][3][2]	router[5][3][2]	uP_mem[5][3][2]	uP_mac[5][3][2]	router[0][4][2]	uP_mem[0][4][2]	uP_mac[0][4][2]	router[1][4][2]	uP_mem[1][4][2]	uP_mac[1][4][2]	router[2][4][2]	uP_mem[2][4][2]	uP_mac[2][4][2]	router[3][4][2]	uP_mem[3][4][2]	uP_mac[3][4][2]	router[4][4][2]	uP_mem[4][4][2]	uP_mac[4][4][2]	router[5][4][2]	uP_mem[5][4][2]	uP_mac[5][4][2]	router[0][5][2]	uP_mem[0][5][2]	uP_mac[0][5][2]	router[1][5][2]	uP_mem[1][5][2]	uP_mac[1][5][2]	router[2][5][2]	uP_mem[2][5][2]	uP_mac[2][5][2]	router[3][5][2]	uP_mem[3][5][2]	uP_mac[3][5][2]	router[4][5][2]	uP_mem[4][5][2]	uP_mac[4][5][2]	router[5][5][2]	uP_mem[5][5][2]	uP_mac[5][5][2]	router[0][0][3]	uP_mem[0][0][3]	uP_mac[0][0][3]	router[1][0][3]	uP_mem[1][0][3]	uP_mac[1][0][3]	router[2][0][3]	uP_mem[2][0][3]	uP_mac[2][0][3]	router[3][0][3]	uP_mem[3][0][3]	uP_mac[3][0][3]	router[4][0][3]	uP_mem[4][0][3]	uP_mac[4][0][3]	router[5][0][3]	uP_mem[5][0][3]	uP_mac[5][0][3]	router[0][1][3]	uP_mem[0][1][3]	uP_mac[0][1][3]	router[1][1][3]	uP_mem[1][1][3]	uP_mac[1][1][3]	router[2][1][3]	uP_mem[2][1][3]	uP_mac[2][1][3]	router[3][1][3]	uP_mem[3][1][3]	uP_mac[3][1][3]	router[4][1][3]	uP_mem[4][1][3]	uP_mac[4][1][3]	router[5][1][3]	uP_mem[5][1][3]	uP_mac[5][1][3]	router[0][2][3]	uP_mem[0][2][3]	uP_mac[0][2][3]	router[1][2][3]	uP_mem[1][2][3]	uP_mac[1][2][3]	router[2][2][3]	uP_mem[2][2][3]	uP_mac[2][2][3]	router[3][2][3]	uP_mem[3][2][3]	uP_mac[3][2][3]	router[4][2][3]	uP_mem[4][2][3]	uP_mac[4][2][3]	router[5][2][3]	uP_mem[5][2][3]	uP_mac[5][2][3]	router[0][3][3]	uP_mem[0][3][3]	uP_mac[0][3][3]	router[1][3][3]	uP_mem[1][3][3]	uP_mac[1][3][3]	router[2][3][3]	uP_mem[2][3][3]	uP_mac[2][3][3]	router[3][3][3]	uP_mem[3][3][3]	uP_mac[3][3][3]	router[4][3][3]	uP_mem[4][3][3]	uP_mac[4][3][3]	router[5][3][3]	uP_mem[5][3][3]	uP_mac[5][3][3]	router[0][4][3]	uP_mem[0][4][3]	uP_mac[0][4][3]	router[1][4][3]	uP_mem[1][4][3]	uP_mac[1][4][3]	router[2][4][3]	uP_mem[2][4][3]	uP_mac[2][4][3]	router[3][4][3]	uP_mem[3][4][3]	uP_mac[3][4][3]	router[4][4][3]	uP_mem[4][4][3]	uP_mac[4][4][3]	router[5][4][3]	uP_mem[5][4][3]	uP_mac[5][4][3]	router[0][5][3]	uP_mem[0][5][3]	uP_mac[0][5][3]	router[1][5][3]	uP_mem[1][5][3]	uP_mac[1][5][3]	router[2][5][3]	uP_mem[2][5][3]	uP_mac[2][5][3]	router[3][5][3]	uP_mem[3][5][3]	uP_mac[3][5][3]	router[4][5][3]	uP_mem[4][5][3]	uP_mac[4][5][3]	router[5][5][3]	uP_mem[5][5][3]	uP_mac[5][5][3]	
1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	0	0	0	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	0	0	0	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	1.75e-06	7.25e-07	1.1875e-06	
0.0959574	0.204999	0.373193	0.0973912	0.192008	0.349457	0.100022	0.209329	0.381105	0.0944134	0.184791	0.33627	0.089264	0.186234	0.338908	0.084923	0.204999	0.373193	0.0921445	0.200668	0.365281	0.0892832	0.183347	0.333633	0.095899	0.203555	0.370556	0.0913737	0.201871	0.367479	0.0930854	0.193451	0.352094	0.0922913	0.199225	0.362644	0.0937498	0.193451	0.352094	0.106552	0.209329	0.381105	0.106161	0.202112	0.367919	0.101376	0.206442	0.375831	0.102135	0.202112	0.367919	0.0926339	0.196338	0.357369	0.0880318	0.210772	0.383743	0.0957458	0.245414	0.447039	0.0869451	0.219433	0.399567	0	0	0	0.0865996	0.210772	0.383743	0.0941688	0.228815	0.41671	0.0810981	0.18046	0.328358	0.0886947	0.184791	0.33627	0.0906108	0.192008	0.349457	0.0868048	0.200668	0.365281	0.0829963	0.163139	0.29671	0.0843073	0.192008	0.349457	0.0744193	0.189121	0.344182	0.0783127	0.194895	0.354732	0.0747328	0.181904	0.330996	0.0795697	0.209329	0.381105	0.0810431	0.204999	0.373193	0.0732931	0.190564	0.34682	0.07819	0.197781	0.360007	0.0831866	0.203555	0.370556	0.0763682	0.190564	0.34682	0.0715572	0.173243	0.315171	0.0823352	0.209329	0.381105	0.0820603	0.223763	0.407479	0.0710952	0.167229	0.304182	0.0768739	0.173243	0.315171	0.0786172	0.18046	0.328358	0.0857848	0.212216	0.38638	0.075005	0.177574	0.323083	0.0916379	0.248301	0.452314	0.0823171	0.203555	0.370556	0.0839767	0.183347	0.333633	0.0766773	0.166026	0.301985	0.0731583	0.1718	0.312534	0.0773273	0.18046	0.328358	0.0821748	0.199465	0.363083	0.0733125	0.18046	0.328358	0.0812879	0.194895	0.354732	0.0789164	0.199225	0.362644	0	0	0	0.0756922	0.194895	0.354732	0.0778132	0.189121	0.344182	0.0761017	0.186234	0.338908	0.0862595	0.199225	0.362644	0.0752016	0.164583	0.299347	0.0802958	0.197781	0.360007	0.0773734	0.189121	0.344182	0.078133	0.18046	0.328358	0.0726405	0.187678	0.341545	0.0778145	0.173243	0.315171	0.0853029	0.196338	0.357369	0.0821322	0.181904	0.330996	0.0830018	0.183347	0.333633	0.0818689	0.181904	0.330996	0.37907	0.189121	0.344182	0.553965	0.199225	0.362644	0.619561	0.134271	0.243963	0.635047	0.177574	0.323083	0.537374	0.163139	0.29671	0.385354	0.187678	0.341545	0.547899	0.213659	0.389017	0.720972	0.192008	0.349457	0.77065	0.203555	0.370556	0.774358	0.196338	0.357369	0.688086	0.17613	0.320446	0.562371	0.177574	0.323083	0.624853	0.209329	0.381105	0.840831	0.196338	0.357369	0.876943	0.16747	0.304622	0.852364	0.173243	0.315171	0.809186	0.221838	0.403963	0.648636	0.192008	0.349457	0.632776	0.204999	0.373193	0.815831	0.197781	0.360007	0.861907	0.170356	0.309897	0.863319	0.203555	0.370556	0.816221	0.220876	0.402204	0.664586	0.23531	0.428578	0.548092	0.1718	0.312534	0.748786	0.184791	0.33627	0.819115	0.190564	0.34682	0.812883	0.186234	0.338908	0.717657	0.168913	0.307259	0.572189	0.202112	0.367919	0.37527	0.199225	0.362644	0.551396	0.213659	0.389017	0.634229	0.194895	0.354732	0.626375	0.170356	0.309897	0.556832	0.200668	0.365281	0.386904	0.189121	0.344182	0.378198	0.223763	0.407479	0.533759	0.174687	0.317809	0.625562	0.193451	0.352094	0.631094	0.220876	0.402204	0.538684	0.189121	0.344182	0.363498	0.194895	0.354732	0.533193	0.210772	0.383743	0.701613	0.217989	0.39693	0.820311	0.213659	0.389017	0.812723	0.196819	0.358248	0.724863	0.174687	0.317809	0.5443	0.189121	0.344182	0.639515	0.209329	0.381105	0.812422	0.242527	0.441765	0.887704	0.170356	0.309897	0.893833	0.216546	0.394292	0.802236	0.181904	0.330996	0.627922	0.190564	0.34682	0.619296	0.177574	0.323083	0.828667	0.206442	0.375831	0.917984	0.196338	0.357369	0.899038	0.190564	0.34682	0.826884	0.186234	0.338908	0.649946	0.200668	0.365281	0.522027	0.1718	0.312534	0.7205	0.1718	0.312534	0.802941	0.164583	0.299347	0.822205	0.192008	0.349457	0.74789	0.202112	0.367919	0.564615	0.179979	0.327479	0.376789	0.202112	0.367919	0.565324	0.203555	0.370556	0.628802	0.158569	0.288358	0.653302	0.217989	0.39693	0.56802	0.212216	0.38638	0.372487	0.208126	0.378908	
0.0703055	0.207885	0.378468	0.0642959	0.185031	0.33671	0.0714452	0.212216	0.38638	0.0589087	0.164583	0.299347	0.0600484	0.168913	0.307259	0.0615679	0.174687	0.317809	0.0653669	0.189121	0.344182	0.0627076	0.179017	0.325721	0.068786	0.202112	0.367919	0.06239	0.177814	0.323523	0.068786	0.202112	0.367919	0.0646071	0.186234	0.338908	0.0623277	0.177574	0.323083	0.0623277	0.177574	0.323083	0.0706854	0.209329	0.381105	0.0646071	0.186234	0.338908	0.064738	0.186715	0.339787	0.0592886	0.166026	0.301985	0.0638473	0.183347	0.333633	0.0699256	0.206442	0.375831	0.0646071	0.186234	0.338908	0	0	0	0.0695458	0.204999	0.373193	0.0723917	0.215824	0.392974	0.0592886	0.166026	0.301985	0.068786	0.202112	0.367919	0.064987	0.187678	0.341545	0.0684061	0.200668	0.365281	0.0619478	0.17613	0.320446	0.0604282	0.170356	0.309897	0.0653669	0.189121	0.344182	0.0596685	0.16747	0.304622	0.0646071	0.186234	0.338908	0.0668865	0.194895	0.354732	0.0609391	0.172281	0.313413	0.0634674	0.181904	0.330996	0.0662659	0.189121	0.344182	0.0692081	0.200668	0.365281	0.0710373	0.207164	0.377149	0.065692	0.187678	0.341545	0.0668511	0.192008	0.349457	0.0615584	0.1718	0.312534	0.0670039	0.192248	0.349897	0.0722149	0.212216	0.38638	0.070039	0.203555	0.370556	0.0710688	0.207885	0.378468	0.0632009	0.177574	0.323083	0.0752864	0.223763	0.407479	0.0535936	0.141488	0.257149	0.0684095	0.197781	0.360007	0.0674121	0.193451	0.352094	0.0707277	0.206442	0.375831	0.0631362	0.177574	0.323083	0.0679091	0.196097	0.35693	0.0650163	0.184791	0.33627	0.068159	0.196338	0.357369	0.06237	0.174687	0.317809	0	0	0	0.0643471	0.181904	0.330996	0.0693375	0.200668	0.365281	0.0596201	0.164583	0.299347	0.0582623	0.158809	0.288798	0.0661754	0.189121	0.344182	0.0631944	0.177574	0.323083	0.0703025	0.204999	0.373193	0.0668576	0.192008	0.349457	0.0688411	0.199225	0.362644	0.0683642	0.197781	0.360007	0.0635097	0.179017	0.325721	0.0669675	0.192008	0.349457	0.064971	0.184791	0.33627	0.0688088	0.199225	0.362644	0.353168	0.18046	0.328358	0.5412	0.206442	0.375831	0.632766	0.189121	0.344182	0.636426	0.220876	0.402204	0.545274	0.193451	0.352094	0.374585	0.183347	0.333633	0.551709	0.179017	0.325721	0.738216	0.17613	0.320446	0.83714	0.196338	0.357369	0.804815	0.163139	0.29671	0.712279	0.189121	0.344182	0.560829	0.165786	0.301545	0.632296	0.199225	0.362644	0.826117	0.194895	0.354732	0.91075	0.193451	0.352094	0.873701	0.166026	0.301985	0.805246	0.152073	0.27649	0.651393	0.204999	0.373193	0.623256	0.194895	0.354732	0.821018	0.212216	0.38638	0.877883	0.203555	0.370556	0.84527	0.170356	0.309897	0.813743	0.229537	0.418028	0.63266	0.1718	0.312534	0.532867	0.179017	0.325721	0.715453	0.163139	0.29671	0.815601	0.212216	0.38638	0.809386	0.181904	0.330996	0.708586	0.166026	0.301985	0.546087	0.194895	0.354732	0.354771	0.174687	0.317809	0.534328	0.200668	0.365281	0.618247	0.184791	0.33627	0.614285	0.18864	0.343303	0.537561	0.213659	0.389017	0.362481	0.186234	0.338908	0.363188	0.17613	0.320446	0.560979	0.202112	0.367919	0.65903	0.199225	0.362644	0.63229	0.187678	0.341545	0.549617	0.177574	0.323083	0.362767	0.1718	0.312534	0.556182	0.198022	0.360446	0.730731	0.184791	0.33627	0.80475	0.177092	0.322204	0.782231	0.210291	0.382864	0.71614	0.183347	0.333633	0.521267	0.186234	0.338908	0.633998	0.203555	0.370556	0.827405	0.197781	0.360007	0.892496	0.161696	0.294073	0.886426	0.177574	0.323083	0.83686	0.203555	0.370556	0.624063	0.168913	0.307259	0.623186	0.196338	0.357369	0.810242	0.202112	0.367919	0.860313	0.164583	0.299347	0.833942	0.158809	0.288798	0.817074	0.194895	0.354732	0.625901	0.199225	0.362644	0.531876	0.200668	0.365281	0.699863	0.181904	0.330996	0.788603	0.201631	0.367039	0.779389	0.196338	0.357369	0.73166	0.193451	0.352094	0.545805	0.198263	0.360886	0.346539	0.186234	0.338908	0.536741	0.202112	0.367919	0.616212	0.216786	0.394732	0.611729	0.22232	0.404842	0.536037	0.184791	0.33627	0.360478	0.200428	0.364842	
